pair,entry_time,exit_time,days,entry_z,gross_pct,net_pct,exit_reason
AVAXUSDT/DOGEUSDT,2024-08-12 00:00:00+00:00,2024-08-21 00:00:00+00:00,9,-2.3,11.912,11.552,converged
COTIUSDT/DOGEUSDT,2024-08-17 00:00:00+00:00,2024-09-11 00:00:00+00:00,25,2.65,-9.448,-9.808,spread_blowout
1000SHIBUSDT/COTIUSDT,2024-08-17 00:00:00+00:00,2024-09-13 00:00:00+00:00,27,-2.23,-17.989,-18.349,spread_blowout
AVAXUSDT/COTIUSDT,2024-08-18 00:00:00+00:00,2024-08-26 00:00:00+00:00,8,-2.15,16.399,16.039,converged
BNBUSDT/BTCUSDT,2024-08-20 00:00:00+00:00,2024-08-25 00:00:00+00:00,5,2.22,8.598,8.238,converged
ETHUSDT/UNIUSDT,2024-08-21 00:00:00+00:00,2024-09-20 00:00:00+00:00,30,-2.2,-0.294,-0.654,time_stop
ADAUSDT/ETHUSDT,2024-08-21 00:00:00+00:00,2024-09-20 00:00:00+00:00,30,2.06,2.56,2.2,time_stop
ONDOUSDT/UNIUSDT,2024-08-21 00:00:00+00:00,2024-09-17 00:00:00+00:00,27,-2.85,-11.032,-11.392,spread_blowout
ETHUSDT/LINKUSDT,2024-08-21 00:00:00+00:00,2024-08-27 00:00:00+00:00,6,-2.17,-6.424,-6.784,spread_blowout
AVAXUSDT/ETHUSDT,2024-08-22 00:00:00+00:00,2024-09-08 00:00:00+00:00,17,2.78,-8.773,-9.133,spread_blowout
AVAXUSDT/DOGEUSDT,2024-08-22 00:00:00+00:00,2024-09-20 00:00:00+00:00,29,2.13,-9.041,-9.401,spread_blowout
1000SHIBUSDT/AVAXUSDT,2024-08-22 00:00:00+00:00,2024-09-21 00:00:00+00:00,30,-2.35,-4.469,-4.829,time_stop
AVAXUSDT/LINKUSDT,2024-08-22 00:00:00+00:00,2024-09-19 00:00:00+00:00,28,2.04,-7.961,-8.321,spread_blowout
1000PEPEUSDT/AVAXUSDT,2024-08-22 00:00:00+00:00,2024-09-21 00:00:00+00:00,30,-2.6,-6.127,-6.487,time_stop
BTCUSDT/DOGEUSDT,2024-08-25 00:00:00+00:00,2024-09-05 00:00:00+00:00,11,2.17,8.889,8.529,converged
LINKUSDT/ONDOUSDT,2024-08-26 00:00:00+00:00,2024-09-25 00:00:00+00:00,30,2.22,4.718,4.358,time_stop
ETHUSDT/LINKUSDT,2024-08-28 00:00:00+00:00,2024-09-27 00:00:00+00:00,30,-2.37,-3.488,-3.848,time_stop
BTCUSDT/COTIUSDT,2024-09-06 00:00:00+00:00,2024-09-11 00:00:00+00:00,5,-2.4,-4.348,-4.708,spread_blowout
LINKUSDT/UNIUSDT,2024-09-06 00:00:00+00:00,2024-09-24 00:00:00+00:00,18,-2.15,16.255,15.895,converged
DOGEUSDT/ETHUSDT,2024-09-09 00:00:00+00:00,2024-09-28 00:00:00+00:00,19,2.06,-11.352,-11.712,spread_blowout
AVAXUSDT/LINKUSDT,2024-09-20 00:00:00+00:00,2024-10-12 00:00:00+00:00,22,3.06,-6.627,-6.987,spread_blowout
ETHUSDT/WLDUSDT,2024-09-25 00:00:00+00:00,2024-10-12 00:00:00+00:00,17,-3.71,-3.404,-3.764,spread_blowout
1000SHIBUSDT/ETHUSDT,2024-09-25 00:00:00+00:00,2024-09-26 00:00:00+00:00,1,2.21,-18.522,-18.882,spread_blowout
ONDOUSDT/WLDUSDT,2024-09-25 00:00:00+00:00,2024-10-14 00:00:00+00:00,19,-2.37,-14.346,-14.706,spread_blowout
1000PEPEUSDT/WLDUSDT,2024-09-25 00:00:00+00:00,2024-09-27 00:00:00+00:00,2,-3.72,23.313,22.953,converged
ETHUSDT/ONDOUSDT,2024-09-26 00:00:00+00:00,2024-10-26 00:00:00+00:00,30,-2.26,5.339,4.979,time_stop
1000PEPEUSDT/1000SHIBUSDT,2024-09-26 00:00:00+00:00,2024-10-26 00:00:00+00:00,30,-3.75,9.42,9.06,time_stop
1000SHIBUSDT/WLDUSDT,2024-09-26 00:00:00+00:00,2024-09-27 00:00:00+00:00,1,3.6,-6.359,-6.719,spread_blowout
1000SHIBUSDT/ADAUSDT,2024-09-26 00:00:00+00:00,2024-09-27 00:00:00+00:00,1,3.21,-8.252,-8.612,spread_blowout
1000PEPEUSDT/ETHUSDT,2024-09-26 00:00:00+00:00,2024-09-28 00:00:00+00:00,2,2.45,-15.837,-16.197,spread_blowout
ETHUSDT/LINKUSDT,2024-09-28 00:00:00+00:00,2024-10-28 00:00:00+00:00,30,-2.61,11.243,10.883,time_stop
1000SHIBUSDT/ADAUSDT,2024-09-28 00:00:00+00:00,2024-10-04 00:00:00+00:00,6,3.88,-2.783,-3.143,spread_blowout
1000PEPEUSDT/WLDUSDT,2024-09-28 00:00:00+00:00,2024-10-12 00:00:00+00:00,14,2.82,17.175,16.815,converged
1000PEPEUSDT/LINKUSDT,2024-09-29 00:00:00+00:00,2024-10-29 00:00:00+00:00,30,2.17,7.522,7.162,time_stop
1000SHIBUSDT/LINKUSDT,2024-09-30 00:00:00+00:00,2024-10-06 00:00:00+00:00,6,2.84,-7.825,-8.185,spread_blowout
1000PEPEUSDT/DOGEUSDT,2024-10-01 00:00:00+00:00,2024-10-16 00:00:00+00:00,15,2.72,21.625,21.265,converged
DOGEUSDT/LINKUSDT,2024-10-13 00:00:00+00:00,2024-10-16 00:00:00+00:00,3,2.04,-8.294,-8.654,spread_blowout
1000PEPEUSDT/ONDOUSDT,2024-10-14 00:00:00+00:00,2024-11-13 00:00:00+00:00,30,2.39,-51.072,-51.432,spread_blowout
ADAUSDT/DOGEUSDT,2024-10-15 00:00:00+00:00,2024-10-16 00:00:00+00:00,1,-2.01,-7.515,-7.875,spread_blowout
ONDOUSDT/WLDUSDT,2024-10-15 00:00:00+00:00,2024-11-14 00:00:00+00:00,30,-3.86,18.288,17.928,time_stop
BTCUSDT/DOGEUSDT,2024-10-15 00:00:00+00:00,2024-10-17 00:00:00+00:00,2,2.05,4.893,4.533,converged
DOGEUSDT/SOLUSDT,2024-10-16 00:00:00+00:00,2024-10-18 00:00:00+00:00,2,2.58,-8.332,-8.692,spread_blowout
DOGEUSDT/ONDOUSDT,2024-10-16 00:00:00+00:00,2024-10-17 00:00:00+00:00,1,3.67,-4.253,-4.613,spread_blowout
1000PEPEUSDT/DOGEUSDT,2024-10-17 00:00:00+00:00,2024-10-18 00:00:00+00:00,1,-3.35,-3.714,-4.074,spread_blowout
DOGEUSDT/WLDUSDT,2024-10-19 00:00:00+00:00,2024-10-27 00:00:00+00:00,8,2.35,-10.198,-10.558,spread_blowout
BTCUSDT/DOGEUSDT,2024-10-19 00:00:00+00:00,2024-10-29 00:00:00+00:00,10,-2.18,-5.03,-5.39,spread_blowout
1000PEPEUSDT/WLDUSDT,2024-10-19 00:00:00+00:00,2024-11-07 00:00:00+00:00,19,-2.5,24.691,24.331,converged
1000PEPEUSDT/DOGEUSDT,2024-10-20 00:00:00+00:00,2024-10-21 00:00:00+00:00,1,-3.18,-6.663,-7.023,spread_blowout
ONDOUSDT/SOLUSDT,2024-10-21 00:00:00+00:00,2024-10-23 00:00:00+00:00,2,-2.63,-7.113,-7.473,spread_blowout
ADAUSDT/LINKUSDT,2024-10-24 00:00:00+00:00,2024-10-25 00:00:00+00:00,1,-2.76,-2.835,-3.195,spread_blowout
ADAUSDT/LINKUSDT,2024-10-26 00:00:00+00:00,2024-11-01 00:00:00+00:00,6,-2.21,5.298,4.938,converged
1000PEPEUSDT/1000SHIBUSDT,2024-10-28 00:00:00+00:00,2024-11-07 00:00:00+00:00,10,-2.2,13.133,12.773,converged
BTCUSDT/DOGEUSDT,2024-11-04 00:00:00+00:00,2024-11-10 00:00:00+00:00,6,-2.03,-6.63,-6.99,spread_blowout
1000PEPEUSDT/WLDUSDT,2024-11-08 00:00:00+00:00,2024-11-12 00:00:00+00:00,4,2.65,-8.011,-8.371,spread_blowout
1000PEPEUSDT/1000SHIBUSDT,2024-11-10 00:00:00+00:00,2024-11-13 00:00:00+00:00,3,-2.68,53.351,52.991,converged
DOGEUSDT/SOLUSDT,2024-11-10 00:00:00+00:00,2024-11-11 00:00:00+00:00,1,3.44,-13.787,-14.147,spread_blowout
BTCUSDT/SOLUSDT,2024-11-11 00:00:00+00:00,2024-12-02 00:00:00+00:00,21,2.21,-6.63,-6.99,spread_blowout
BTCUSDT/DOGEUSDT,2024-11-12 00:00:00+00:00,2024-11-21 00:00:00+00:00,9,-2.78,10.546,10.186,converged
DOGEUSDT/SOLUSDT,2024-11-14 00:00:00+00:00,2024-11-21 00:00:00+00:00,7,3.38,37.606,37.246,converged
1000PEPEUSDT/1000SHIBUSDT,2024-11-19 00:00:00+00:00,2024-12-04 00:00:00+00:00,15,2.13,25.536,25.176,converged
1000SHIBUSDT/BTCUSDT,2024-11-21 00:00:00+00:00,2024-12-01 00:00:00+00:00,10,-2.04,23.587,23.227,converged
1000PEPEUSDT/ADAUSDT,2024-11-22 00:00:00+00:00,2024-12-02 00:00:00+00:00,10,-2.91,-20.4,-20.76,spread_blowout
LINKUSDT/ONDOUSDT,2024-11-22 00:00:00+00:00,2024-11-27 00:00:00+00:00,5,2.46,-8.379,-8.739,spread_blowout
ADAUSDT/LINKUSDT,2024-11-22 00:00:00+00:00,2024-11-27 00:00:00+00:00,5,2.26,25.105,24.745,converged
ETHUSDT/LINKUSDT,2024-11-22 00:00:00+00:00,2024-11-24 00:00:00+00:00,2,-2.59,-6.102,-6.462,spread_blowout
AVAXUSDT/ONDOUSDT,2024-11-23 00:00:00+00:00,2024-12-01 00:00:00+00:00,8,2.17,9.66,9.3,converged
SUIUSDT/UNIUSDT,2024-11-23 00:00:00+00:00,2024-11-27 00:00:00+00:00,4,-2.54,-72.311,-72.671,spread_blowout
LINKUSDT/SOLUSDT,2024-11-23 00:00:00+00:00,2024-11-26 00:00:00+00:00,3,3.03,-5.274,-5.634,spread_blowout
BTCUSDT/LINKUSDT,2024-11-24 00:00:00+00:00,2024-12-02 00:00:00+00:00,8,-2.05,-42.8,-43.16,spread_blowout
AVAXUSDT/ETHUSDT,2024-11-26 00:00:00+00:00,2024-12-26 00:00:00+00:00,30,2.1,13.851,13.491,time_stop
ADAUSDT/ETHUSDT,2024-11-26 00:00:00+00:00,2024-12-14 00:00:00+00:00,18,2.08,28.408,28.048,converged
ETHUSDT/LINKUSDT,2024-11-26 00:00:00+00:00,2024-12-02 00:00:00+00:00,6,-2.25,-21.302,-21.662,spread_blowout
LINKUSDT/SOLUSDT,2024-11-27 00:00:00+00:00,2024-11-30 00:00:00+00:00,3,3.54,-2.97,-3.33,spread_blowout
SOLUSDT/UNIUSDT,2024-11-27 00:00:00+00:00,2024-12-02 00:00:00+00:00,5,-3.9,-11.171,-11.531,spread_blowout
ETHUSDT/SOLUSDT,2024-11-27 00:00:00+00:00,2024-12-04 00:00:00+00:00,7,2.83,-7.845,-8.205,spread_blowout
UNIUSDT/ZECUSDT,2024-11-29 00:00:00+00:00,2024-12-07 00:00:00+00:00,8,2.07,-16.231,-16.591,spread_blowout
BNBUSDT/WLDUSDT,2024-11-30 00:00:00+00:00,2024-12-03 00:00:00+00:00,3,-2.92,14.842,14.482,converged
1000PEPEUSDT/ONDOUSDT,2024-11-30 00:00:00+00:00,2024-12-02 00:00:00+00:00,2,-2.12,-33.448,-33.808,spread_blowout
ADAUSDT/XRPUSDT,2024-11-30 00:00:00+00:00,2024-12-02 00:00:00+00:00,2,-2.48,-24.454,-24.814,spread_blowout
LINKUSDT/SOLUSDT,2024-12-01 00:00:00+00:00,2024-12-02 00:00:00+00:00,1,2.84,-32.202,-32.562,spread_blowout
1000SHIBUSDT/SUIUSDT,2024-12-01 00:00:00+00:00,2024-12-15 00:00:00+00:00,14,3.35,25.918,25.558,converged
1000SHIBUSDT/SOLUSDT,2024-12-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,30,2.26,15.367,15.007,time_stop
AVAXUSDT/BTCUSDT,2024-12-02 00:00:00+00:00,2024-12-19 00:00:00+00:00,17,3.68,31.437,31.077,converged
ETHUSDT/ONDOUSDT,2024-12-02 00:00:00+00:00,2024-12-03 00:00:00+00:00,1,-3.09,-7.375,-7.735,spread_blowout
LINKUSDT/UNIUSDT,2024-12-02 00:00:00+00:00,2024-12-07 00:00:00+00:00,5,3.65,24.158,23.798,converged
1000PEPEUSDT/AVAXUSDT,2024-12-02 00:00:00+00:00,2024-12-09 00:00:00+00:00,7,-2.99,52.52,52.16,converged
LINKUSDT/ONDOUSDT,2024-12-02 00:00:00+00:00,2024-12-04 00:00:00+00:00,2,2.83,18.047,17.687,converged
1000SHIBUSDT/ONDOUSDT,2024-12-02 00:00:00+00:00,2024-12-03 00:00:00+00:00,1,-2.62,-15.209,-15.569,spread_blowout
DOGEUSDT/SOLUSDT,2024-12-02 00:00:00+00:00,2024-12-21 00:00:00+00:00,19,2.03,-25.627,-25.987,spread_blowout
BTCUSDT/ONDOUSDT,2024-12-02 00:00:00+00:00,2024-12-03 00:00:00+00:00,1,-3.29,-8.174,-8.534,spread_blowout
AVAXUSDT/LINKUSDT,2024-12-02 00:00:00+00:00,2024-12-06 00:00:00+00:00,4,-3.71,-2.392,-2.752,spread_blowout
ADAUSDT/LINKUSDT,2024-12-03 00:00:00+00:00,2024-12-06 00:00:00+00:00,3,-3.41,-11.672,-12.032,spread_blowout
ETHUSDT/UNIUSDT,2024-12-03 00:00:00+00:00,2025-01-02 00:00:00+00:00,30,-2.87,-1.068,-1.428,time_stop
ADAUSDT/XRPUSDT,2024-12-03 00:00:00+00:00,2024-12-19 00:00:00+00:00,16,-2.5,-19.234,-19.594,spread_blowout
ADAUSDT/ONDOUSDT,2024-12-03 00:00:00+00:00,2024-12-10 00:00:00+00:00,7,-2.63,-26.035,-26.395,spread_blowout
AVAXUSDT/ONDOUSDT,2024-12-03 00:00:00+00:00,2024-12-04 00:00:00+00:00,1,-3.66,-2.132,-2.492,spread_blowout
1000PEPEUSDT/ONDOUSDT,2024-12-04 00:00:00+00:00,2024-12-06 00:00:00+00:00,2,-3.72,-5.106,-5.466,spread_blowout
ETHUSDT/ONDOUSDT,2024-12-04 00:00:00+00:00,2024-12-10 00:00:00+00:00,6,-2.93,-5.544,-5.904,spread_blowout
ONDOUSDT/XRPUSDT,2024-12-04 00:00:00+00:00,2024-12-15 00:00:00+00:00,11,2.54,-14.48,-14.84,spread_blowout
1000SHIBUSDT/BTCUSDT,2024-12-04 00:00:00+00:00,2024-12-09 00:00:00+00:00,5,2.03,17.176,16.816,converged
ETHUSDT/LINKUSDT,2024-12-04 00:00:00+00:00,2024-12-12 00:00:00+00:00,8,-2.31,-12.023,-12.383,spread_blowout
1000SHIBUSDT/DOGEUSDT,2024-12-04 00:00:00+00:00,2024-12-18 00:00:00+00:00,14,2.1,23.647,23.287,converged
BTCUSDT/SOLUSDT,2024-12-04 00:00:00+00:00,2024-12-13 00:00:00+00:00,9,2.68,-4.403,-4.763,spread_blowout
ETHUSDT/SOLUSDT,2024-12-05 00:00:00+00:00,2024-12-16 00:00:00+00:00,11,2.4,-10.782,-11.142,spread_blowout
AVAXUSDT/ONDOUSDT,2024-12-05 00:00:00+00:00,2024-12-10 00:00:00+00:00,5,-3.12,-14.97,-15.33,spread_blowout
BTCUSDT/ETHUSDT,2024-12-06 00:00:00+00:00,2024-12-18 00:00:00+00:00,12,-2.21,12.055,11.695,converged
DOGEUSDT/ETHUSDT,2024-12-06 00:00:00+00:00,2025-01-05 00:00:00+00:00,30,-2.26,21.118,20.758,time_stop
AVAXUSDT/UNIUSDT,2024-12-06 00:00:00+00:00,2025-01-05 00:00:00+00:00,30,-2.03,-5.803,-6.163,time_stop
LINKUSDT/XRPUSDT,2024-12-06 00:00:00+00:00,2024-12-12 00:00:00+00:00,6,2.27,-13.45,-13.81,spread_blowout
ADAUSDT/UNIUSDT,2024-12-06 00:00:00+00:00,2025-01-05 00:00:00+00:00,30,-2.35,15.052,14.692,time_stop
AAVEUSDT/AVAXUSDT,2024-12-07 00:00:00+00:00,2024-12-10 00:00:00+00:00,3,3.12,-7.185,-7.545,spread_blowout
AAVEUSDT/LINKUSDT,2024-12-07 00:00:00+00:00,2024-12-12 00:00:00+00:00,5,2.27,-15.977,-16.337,spread_blowout
AAVEUSDT/ONDOUSDT,2024-12-07 00:00:00+00:00,2024-12-12 00:00:00+00:00,5,2.19,-23.735,-24.095,spread_blowout
ADAUSDT/LINKUSDT,2024-12-07 00:00:00+00:00,2024-12-12 00:00:00+00:00,5,-2.15,-37.774,-38.134,spread_blowout
AAVEUSDT/ETHUSDT,2024-12-07 00:00:00+00:00,2024-12-10 00:00:00+00:00,3,3.15,-6.902,-7.262,spread_blowout
BNBUSDT/ETHUSDT,2024-12-07 00:00:00+00:00,2025-01-06 00:00:00+00:00,30,2.2,-0.874,-1.234,time_stop
UNIUSDT/XRPUSDT,2024-12-07 00:00:00+00:00,2024-12-19 00:00:00+00:00,12,2.1,28.308,27.948,converged
1000PEPEUSDT/SOLUSDT,2024-12-08 00:00:00+00:00,2025-01-07 00:00:00+00:00,30,2.18,8.64,8.28,time_stop
UNIUSDT/ZECUSDT,2024-12-08 00:00:00+00:00,2024-12-12 00:00:00+00:00,4,2.61,-14.96,-15.32,spread_blowout
AVAXUSDT/LINKUSDT,2024-12-09 00:00:00+00:00,2024-12-14 00:00:00+00:00,5,-2.04,-15.04,-15.4,spread_blowout
UNIUSDT/WLDUSDT,2024-12-09 00:00:00+00:00,2024-12-22 00:00:00+00:00,13,2.88,-12.589,-12.949,spread_blowout
1000PEPEUSDT/1000SHIBUSDT,2024-12-09 00:00:00+00:00,2025-01-08 00:00:00+00:00,30,2.43,2.803,2.443,time_stop
ONDOUSDT/WLDUSDT,2024-12-09 00:00:00+00:00,2024-12-13 00:00:00+00:00,4,2.49,-20.618,-20.978,spread_blowout
1000PEPEUSDT/SUIUSDT,2024-12-09 00:00:00+00:00,2024-12-17 00:00:00+00:00,8,2.03,34.085,33.725,converged
AAVEUSDT/BNBUSDT,2024-12-09 00:00:00+00:00,2024-12-12 00:00:00+00:00,3,2.46,-29.376,-29.736,spread_blowout
1000PEPEUSDT/DOGEUSDT,2024-12-09 00:00:00+00:00,2025-01-08 00:00:00+00:00,30,2.13,27.308,26.948,time_stop
LINKUSDT/ONDOUSDT,2024-12-10 00:00:00+00:00,2024-12-12 00:00:00+00:00,2,-2.5,26.421,26.061,converged
AAVEUSDT/UNIUSDT,2024-12-10 00:00:00+00:00,2024-12-12 00:00:00+00:00,2,2.19,-18.854,-19.214,spread_blowout
BNBUSDT/ONDOUSDT,2024-12-10 00:00:00+00:00,2024-12-28 00:00:00+00:00,18,-2.98,10.284,9.924,converged
ADAUSDT/ONDOUSDT,2024-12-11 00:00:00+00:00,2025-01-09 00:00:00+00:00,29,-2.13,42.045,41.685,converged
AAVEUSDT/AVAXUSDT,2024-12-11 00:00:00+00:00,2024-12-12 00:00:00+00:00,1,3.48,-12.67,-13.03,spread_blowout
AAVEUSDT/ETHUSDT,2024-12-11 00:00:00+00:00,2024-12-12 00:00:00+00:00,1,3.47,-17.917,-18.277,spread_blowout
BTCUSDT/DOGEUSDT,2024-12-11 00:00:00+00:00,2024-12-15 00:00:00+00:00,4,2.46,-3.858,-4.218,spread_blowout
AVAXUSDT/ONDOUSDT,2024-12-11 00:00:00+00:00,2024-12-16 00:00:00+00:00,5,-2.77,-8.852,-9.212,spread_blowout
BNBUSDT/LINKUSDT,2024-12-12 00:00:00+00:00,2024-12-28 00:00:00+00:00,16,-2.27,10.107,9.747,converged
LINKUSDT/ZECUSDT,2024-12-12 00:00:00+00:00,2024-12-14 00:00:00+00:00,2,3.87,-1.534,-1.894,spread_blowout
UNIUSDT/ZECUSDT,2024-12-13 00:00:00+00:00,2024-12-23 00:00:00+00:00,10,2.91,29.187,28.827,converged
LINKUSDT/XRPUSDT,2024-12-13 00:00:00+00:00,2024-12-21 00:00:00+00:00,8,3.01,23.225,22.865,converged
AAVEUSDT/LINKUSDT,2024-12-13 00:00:00+00:00,2024-12-23 00:00:00+00:00,10,3.4,-13.803,-14.163,spread_blowout
ADAUSDT/LINKUSDT,2024-12-13 00:00:00+00:00,2025-01-11 00:00:00+00:00,29,-3.15,49.075,48.715,converged
AAVEUSDT/ONDOUSDT,2024-12-13 00:00:00+00:00,2024-12-23 00:00:00+00:00,10,3.34,-12.207,-12.567,spread_blowout
ETHUSDT/LINKUSDT,2024-12-13 00:00:00+00:00,2025-01-12 00:00:00+00:00,30,-2.57,4.367,4.007,time_stop
BNBUSDT/WLDUSDT,2024-12-13 00:00:00+00:00,2024-12-25 00:00:00+00:00,12,2.24,-5.613,-5.973,spread_blowout
AAVEUSDT/UNIUSDT,2024-12-14 00:00:00+00:00,2024-12-16 00:00:00+00:00,2,3.59,-5.907,-6.267,spread_blowout
BTCUSDT/SOLUSDT,2024-12-14 00:00:00+00:00,2024-12-16 00:00:00+00:00,2,3.01,-5.995,-6.355,spread_blowout
AAVEUSDT/BNBUSDT,2024-12-14 00:00:00+00:00,2024-12-19 00:00:00+00:00,5,3.61,-3.94,-4.3,spread_blowout
ONDOUSDT/WLDUSDT,2024-12-14 00:00:00+00:00,2024-12-17 00:00:00+00:00,3,3.16,-11.733,-12.093,spread_blowout
LINKUSDT/UNIUSDT,2024-12-14 00:00:00+00:00,2025-01-10 00:00:00+00:00,27,2.3,18.964,18.604,converged
AVAXUSDT/LINKUSDT,2024-12-15 00:00:00+00:00,2024-12-22 00:00:00+00:00,7,-2.8,-8.99,-9.35,spread_blowout
SOLUSDT/SUIUSDT,2024-12-16 00:00:00+00:00,2025-01-09 00:00:00+00:00,24,-2.03,-16.96,-17.32,spread_blowout
ONDOUSDT/XRPUSDT,2024-12-16 00:00:00+00:00,2024-12-26 00:00:00+00:00,10,2.28,25.304,24.944,converged
ONDOUSDT/UNIUSDT,2024-12-16 00:00:00+00:00,2025-01-02 00:00:00+00:00,17,2.22,20.648,20.288,converged
BTCUSDT/SOLUSDT,2024-12-17 00:00:00+00:00,2024-12-21 00:00:00+00:00,4,3.01,-10.208,-10.568,spread_blowout
AVAXUSDT/ONDOUSDT,2024-12-17 00:00:00+00:00,2024-12-19 00:00:00+00:00,2,-2.47,-13.269,-13.629,spread_blowout
1000SHIBUSDT/SUIUSDT,2024-12-17 00:00:00+00:00,2024-12-20 00:00:00+00:00,3,-2.05,-15.034,-15.394,spread_blowout
BTCUSDT/DOGEUSDT,2024-12-17 00:00:00+00:00,2025-01-16 00:00:00+00:00,30,3.9,4.448,4.088,time_stop
1000SHIBUSDT/BTCUSDT,2024-12-18 00:00:00+00:00,2025-01-17 00:00:00+00:00,30,-2.07,-3.692,-4.052,time_stop
AVAXUSDT/XRPUSDT,2024-12-18 00:00:00+00:00,2024-12-21 00:00:00+00:00,3,-2.5,-12.028,-12.388,spread_blowout
AAVEUSDT/UNIUSDT,2024-12-18 00:00:00+00:00,2024-12-23 00:00:00+00:00,5,2.54,-15.004,-15.364,spread_blowout
LINKUSDT/ONDOUSDT,2024-12-19 00:00:00+00:00,2024-12-24 00:00:00+00:00,5,-2.04,12.487,12.127,converged
1000SHIBUSDT/ADAUSDT,2024-12-19 00:00:00+00:00,2025-01-18 00:00:00+00:00,30,-2.31,-4.311,-4.671,time_stop
1000PEPEUSDT/SUIUSDT,2024-12-19 00:00:00+00:00,2025-01-18 00:00:00+00:00,30,-2.19,-14.713,-15.073,time_stop
ETHUSDT/ONDOUSDT,2024-12-19 00:00:00+00:00,2025-01-15 00:00:00+00:00,27,-2.35,15.166,14.806,converged
1000SHIBUSDT/ETHUSDT,2024-12-19 00:00:00+00:00,2025-01-18 00:00:00+00:00,30,-2.07,9.488,9.128,time_stop
1000PEPEUSDT/XRPUSDT,2024-12-19 00:00:00+00:00,2025-01-18 00:00:00+00:00,30,-2.1,-15.354,-15.714,time_stop
AVAXUSDT/ONDOUSDT,2024-12-20 00:00:00+00:00,2025-01-16 00:00:00+00:00,27,-3.33,28.028,27.668,converged
AAVEUSDT/BNBUSDT,2024-12-20 00:00:00+00:00,2025-01-19 00:00:00+00:00,30,2.55,8.565,8.205,time_stop
DOGEUSDT/SUIUSDT,2024-12-20 00:00:00+00:00,2025-01-19 00:00:00+00:00,30,-2.58,14.436,14.076,time_stop
ADAUSDT/AVAXUSDT,2024-12-21 00:00:00+00:00,2025-01-20 00:00:00+00:00,30,2.14,-18.209,-18.569,time_stop
1000SHIBUSDT/SUIUSDT,2024-12-21 00:00:00+00:00,2025-01-08 00:00:00+00:00,18,-3.13,-8.586,-8.946,spread_blowout
ETHUSDT/XRPUSDT,2024-12-21 00:00:00+00:00,2025-01-20 00:00:00+00:00,30,-2.02,-10.295,-10.655,time_stop
DOGEUSDT/SOLUSDT,2024-12-22 00:00:00+00:00,2025-01-18 00:00:00+00:00,27,3.23,80.918,80.558,converged
ETHUSDT/SUIUSDT,2024-12-22 00:00:00+00:00,2025-01-21 00:00:00+00:00,30,-2.04,-2.086,-2.446,time_stop
AVAXUSDT/XRPUSDT,2024-12-22 00:00:00+00:00,2025-01-11 00:00:00+00:00,20,-3.54,-4.705,-5.065,spread_blowout
BTCUSDT/SUIUSDT,2024-12-23 00:00:00+00:00,2025-01-21 00:00:00+00:00,29,-2.25,11.818,11.458,converged
AVAXUSDT/LINKUSDT,2024-12-23 00:00:00+00:00,2025-01-20 00:00:00+00:00,28,-2.79,-9.812,-10.172,spread_blowout
AAVEUSDT/ONDOUSDT,2024-12-24 00:00:00+00:00,2025-01-21 00:00:00+00:00,28,2.56,-17.184,-17.544,spread_blowout
AAVEUSDT/LINKUSDT,2024-12-24 00:00:00+00:00,2025-01-23 00:00:00+00:00,30,2.3,11.416,11.056,time_stop
ETHUSDT/ZECUSDT,2024-12-25 00:00:00+00:00,2025-01-04 00:00:00+00:00,10,-2.02,16.748,16.388,converged
AVAXUSDT/BNBUSDT,2024-12-27 00:00:00+00:00,2025-01-26 00:00:00+00:00,30,-2.17,7.995,7.635,time_stop
BNBUSDT/UNIUSDT,2024-12-28 00:00:00+00:00,2025-01-27 00:00:00+00:00,30,2.38,0.412,0.052,time_stop
AAVEUSDT/UNIUSDT,2024-12-28 00:00:00+00:00,2025-01-27 00:00:00+00:00,30,2.31,-5.415,-5.775,time_stop
XRPUSDT/ZECUSDT,2025-01-08 00:00:00+00:00,2025-01-24 00:00:00+00:00,16,2.39,-48.493,-48.853,spread_blowout
COTIUSDT/UNIUSDT,2025-01-09 00:00:00+00:00,2025-02-05 00:00:00+00:00,27,-2.17,-17.866,-18.226,spread_blowout
ONDOUSDT/XRPUSDT,2025-01-09 00:00:00+00:00,2025-01-16 00:00:00+00:00,7,-2.49,-18.766,-19.126,spread_blowout
UNIUSDT/ZECUSDT,2025-01-10 00:00:00+00:00,2025-02-09 00:00:00+00:00,30,2.33,-6.747,-7.107,time_stop
ONDOUSDT/SUIUSDT,2025-01-10 00:00:00+00:00,2025-01-25 00:00:00+00:00,15,-2.03,33.84,33.48,converged
ADAUSDT/ETHUSDT,2025-01-11 00:00:00+00:00,2025-02-04 00:00:00+00:00,24,2.07,-26.723,-27.083,spread_blowout
LINKUSDT/XRPUSDT,2025-01-11 00:00:00+00:00,2025-02-10 00:00:00+00:00,30,-2.09,-4.298,-4.658,time_stop
BTCUSDT/ETHUSDT,2025-01-13 00:00:00+00:00,2025-01-29 00:00:00+00:00,16,2.03,-10.044,-10.404,spread_blowout
BNBUSDT/ONDOUSDT,2025-01-15 00:00:00+00:00,2025-01-24 00:00:00+00:00,9,2.1,6.704,6.344,converged
LINKUSDT/ONDOUSDT,2025-01-16 00:00:00+00:00,2025-01-21 00:00:00+00:00,5,3.44,-4.696,-5.056,spread_blowout
