pair,entry_time,exit_time,days,entry_z,gross_pct,net_pct,exit_reason
1000PEPEUSDT/UNIUSDT,2024-03-14 00:00:00+00:00,2024-04-11 00:00:00+00:00,28,2.12,-56.524,-56.884,spread_blowout
BNBUSDT/ETHUSDT,2024-03-14 00:00:00+00:00,2024-03-15 00:00:00+00:00,1,3.35,-8.258,-8.618,spread_blowout
1000PEPEUSDT/DOGEUSDT,2024-03-16 00:00:00+00:00,2024-03-19 00:00:00+00:00,3,3.33,-15.833,-16.193,spread_blowout
BNBUSDT/ETHUSDT,2024-03-16 00:00:00+00:00,2024-03-29 00:00:00+00:00,13,3.38,-6.349,-6.709,spread_blowout
BNBUSDT/UNIUSDT,2024-03-18 00:00:00+00:00,2024-04-10 00:00:00+00:00,23,2.39,-19.742,-20.102,spread_blowout
DOGEUSDT/UNIUSDT,2024-03-24 00:00:00+00:00,2024-04-10 00:00:00+00:00,17,2.28,-27.886,-28.246,spread_blowout
1000PEPEUSDT/DOGEUSDT,2024-03-26 00:00:00+00:00,2024-03-28 00:00:00+00:00,2,-2.1,-53.133,-53.493,spread_blowout
DOGEUSDT/ETHUSDT,2024-03-27 00:00:00+00:00,2024-04-26 00:00:00+00:00,30,2.41,9.208,8.848,time_stop
1000SHIBUSDT/DOGEUSDT,2024-03-29 00:00:00+00:00,2024-04-24 00:00:00+00:00,26,-3.43,37.066,36.706,converged
AVAXUSDT/SOLUSDT,2024-03-30 00:00:00+00:00,2024-04-03 00:00:00+00:00,4,-2.0,-10.851,-11.211,spread_blowout
1000PEPEUSDT/DOGEUSDT,2024-03-30 00:00:00+00:00,2024-04-23 00:00:00+00:00,24,-2.26,53.018,52.658,converged
AAVEUSDT/XRPUSDT,2024-04-01 00:00:00+00:00,2024-04-22 00:00:00+00:00,21,2.3,13.34,12.98,converged
ADAUSDT/BTCUSDT,2024-04-01 00:00:00+00:00,2024-04-12 00:00:00+00:00,11,-2.36,-18.862,-19.222,spread_blowout
ADAUSDT/UNIUSDT,2024-04-02 00:00:00+00:00,2024-05-02 00:00:00+00:00,30,-2.21,-5.766,-6.126,time_stop
ADAUSDT/ETHUSDT,2024-04-02 00:00:00+00:00,2024-04-12 00:00:00+00:00,10,-2.3,-13.586,-13.946,spread_blowout
ADAUSDT/COTIUSDT,2024-04-03 00:00:00+00:00,2024-04-13 00:00:00+00:00,10,-2.07,-13.589,-13.949,spread_blowout
AVAXUSDT/BNBUSDT,2024-04-04 00:00:00+00:00,2024-04-12 00:00:00+00:00,8,-2.09,-18.065,-18.425,spread_blowout
BTCUSDT/ETHUSDT,2024-04-04 00:00:00+00:00,2024-05-04 00:00:00+00:00,30,2.11,0.075,-0.285,time_stop
BNBUSDT/ETHUSDT,2024-04-04 00:00:00+00:00,2024-05-04 00:00:00+00:00,30,2.09,-8.332,-8.692,time_stop
AVAXUSDT/SOLUSDT,2024-04-04 00:00:00+00:00,2024-04-13 00:00:00+00:00,9,-3.06,-12.339,-12.699,spread_blowout
ETHUSDT/ZECUSDT,2024-04-10 00:00:00+00:00,2024-04-13 00:00:00+00:00,3,2.06,-14.574,-14.934,spread_blowout
AAVEUSDT/ZECUSDT,2024-04-10 00:00:00+00:00,2024-04-13 00:00:00+00:00,3,2.47,19.5,19.14,converged
BTCUSDT/UNIUSDT,2024-04-10 00:00:00+00:00,2024-04-12 00:00:00+00:00,2,2.87,-9.5,-9.86,spread_blowout
ETHUSDT/UNIUSDT,2024-04-10 00:00:00+00:00,2024-04-28 00:00:00+00:00,18,2.73,-5.77,-6.13,spread_blowout
AAVEUSDT/UNIUSDT,2024-04-10 00:00:00+00:00,2024-04-12 00:00:00+00:00,2,2.22,15.024,14.664,converged
BTCUSDT/COTIUSDT,2024-04-11 00:00:00+00:00,2024-05-11 00:00:00+00:00,30,2.02,4.231,3.871,time_stop
1000SHIBUSDT/UNIUSDT,2024-04-11 00:00:00+00:00,2024-05-11 00:00:00+00:00,30,2.28,-21.182,-21.542,time_stop
1000PEPEUSDT/UNIUSDT,2024-04-12 00:00:00+00:00,2024-04-30 00:00:00+00:00,18,3.07,-44.401,-44.761,spread_blowout
1000PEPEUSDT/AAVEUSDT,2024-04-12 00:00:00+00:00,2024-04-13 00:00:00+00:00,1,3.84,-95.027,-95.387,spread_blowout
AAVEUSDT/DOGEUSDT,2024-04-12 00:00:00+00:00,2024-04-13 00:00:00+00:00,1,-3.54,-14.021,-14.381,spread_blowout
1000SHIBUSDT/AAVEUSDT,2024-04-12 00:00:00+00:00,2024-04-13 00:00:00+00:00,1,3.2,-48.661,-49.021,spread_blowout
BNBUSDT/SOLUSDT,2024-04-12 00:00:00+00:00,2024-04-25 00:00:00+00:00,13,2.81,-8.26,-8.62,spread_blowout
ETHUSDT/XRPUSDT,2024-04-12 00:00:00+00:00,2024-04-13 00:00:00+00:00,1,2.27,-19.662,-20.022,spread_blowout
WLDUSDT/ZECUSDT,2024-04-12 00:00:00+00:00,2024-05-12 00:00:00+00:00,30,2.01,-20.829,-21.189,time_stop
AAVEUSDT/BNBUSDT,2024-04-12 00:00:00+00:00,2024-04-13 00:00:00+00:00,1,-3.86,-15.262,-15.622,spread_blowout
COTIUSDT/UNIUSDT,2024-04-12 00:00:00+00:00,2024-05-12 00:00:00+00:00,30,2.01,-8.16,-8.52,time_stop
BTCUSDT/UNIUSDT,2024-04-13 00:00:00+00:00,2024-05-13 00:00:00+00:00,30,3.94,2.461,2.101,time_stop
BTCUSDT/WLDUSDT,2024-04-13 00:00:00+00:00,2024-05-13 00:00:00+00:00,30,2.06,9.829,9.469,time_stop
AAVEUSDT/ETHUSDT,2024-04-14 00:00:00+00:00,2024-05-14 00:00:00+00:00,30,-3.29,-1.827,-2.187,time_stop
ETHUSDT/ZECUSDT,2024-04-14 00:00:00+00:00,2024-05-14 00:00:00+00:00,30,3.02,9.031,8.671,time_stop
1000SHIBUSDT/AAVEUSDT,2024-04-14 00:00:00+00:00,2024-04-15 00:00:00+00:00,1,3.98,-7.908,-8.268,spread_blowout
AVAXUSDT/SOLUSDT,2024-04-14 00:00:00+00:00,2024-05-02 00:00:00+00:00,18,-3.36,-4.306,-4.666,spread_blowout
ADAUSDT/ZECUSDT,2024-04-25 00:00:00+00:00,2024-05-24 00:00:00+00:00,29,-2.07,-16.31,-16.67,spread_blowout
BNBUSDT/DOGEUSDT,2024-04-25 00:00:00+00:00,2024-05-25 00:00:00+00:00,30,2.0,11.391,11.031,time_stop
BNBUSDT/SOLUSDT,2024-04-26 00:00:00+00:00,2024-05-20 00:00:00+00:00,24,2.58,29.118,28.758,converged
BNBUSDT/BTCUSDT,2024-04-30 00:00:00+00:00,2024-05-20 00:00:00+00:00,20,2.01,20.29,19.93,converged
1000PEPEUSDT/DOGEUSDT,2024-04-30 00:00:00+00:00,2024-05-30 00:00:00+00:00,30,2.27,-32.476,-32.836,time_stop
1000PEPEUSDT/BTCUSDT,2024-04-30 00:00:00+00:00,2024-05-30 00:00:00+00:00,30,2.21,-13.534,-13.894,time_stop
1000SATSUSDT/ADAUSDT,2024-05-01 00:00:00+00:00,2024-05-28 00:00:00+00:00,27,-2.01,18.611,18.251,converged
1000RATSUSDT/ADAUSDT,2024-05-02 00:00:00+00:00,2024-05-28 00:00:00+00:00,26,-2.02,25.646,25.286,converged
1000PEPEUSDT/1000SHIBUSDT,2024-05-02 00:00:00+00:00,2024-05-21 00:00:00+00:00,19,2.1,-37.759,-38.119,spread_blowout
1000SATSUSDT/LINKUSDT,2024-05-16 00:00:00+00:00,2024-05-17 00:00:00+00:00,1,-3.95,-3.18,-3.54,spread_blowout
1000RATSUSDT/LINKUSDT,2024-05-16 00:00:00+00:00,2024-05-24 00:00:00+00:00,8,-2.58,-29.198,-29.558,spread_blowout
ADAUSDT/LINKUSDT,2024-05-16 00:00:00+00:00,2024-05-23 00:00:00+00:00,7,-2.63,-6.411,-6.771,spread_blowout
1000SATSUSDT/LINKUSDT,2024-05-18 00:00:00+00:00,2024-05-19 00:00:00+00:00,1,-3.58,-6.462,-6.822,spread_blowout
LINKUSDT/ZECUSDT,2024-05-19 00:00:00+00:00,2024-05-24 00:00:00+00:00,5,2.18,13.354,12.994,converged
AAVEUSDT/ETHUSDT,2024-05-20 00:00:00+00:00,2024-05-21 00:00:00+00:00,1,-3.73,-7.197,-7.557,spread_blowout
BTCUSDT/DOGEUSDT,2024-05-20 00:00:00+00:00,2024-06-19 00:00:00+00:00,30,2.5,-1.184,-1.544,time_stop
1000SATSUSDT/LINKUSDT,2024-05-20 00:00:00+00:00,2024-05-24 00:00:00+00:00,4,-3.93,-5.891,-6.251,spread_blowout
1000RATSUSDT/UNIUSDT,2024-05-21 00:00:00+00:00,2024-05-25 00:00:00+00:00,4,-2.35,-32.772,-33.132,spread_blowout
ADAUSDT/UNIUSDT,2024-05-21 00:00:00+00:00,2024-05-24 00:00:00+00:00,3,-2.15,-11.154,-11.514,spread_blowout
1000SATSUSDT/UNIUSDT,2024-05-21 00:00:00+00:00,2024-05-25 00:00:00+00:00,4,-2.12,-27.347,-27.707,spread_blowout
1000RATSUSDT/ZECUSDT,2024-05-23 00:00:00+00:00,2024-05-24 00:00:00+00:00,1,-2.59,-28.366,-28.726,spread_blowout
1000SATSUSDT/ZECUSDT,2024-05-23 00:00:00+00:00,2024-05-24 00:00:00+00:00,1,-2.66,-17.941,-18.301,spread_blowout
UNIUSDT/WLDUSDT,2024-05-23 00:00:00+00:00,2024-05-25 00:00:00+00:00,2,2.07,-21.723,-22.083,spread_blowout
COTIUSDT/ZECUSDT,2024-05-24 00:00:00+00:00,2024-06-23 00:00:00+00:00,30,-2.67,19.434,19.074,time_stop
1000RATSUSDT/AAVEUSDT,2024-05-24 00:00:00+00:00,2024-06-23 00:00:00+00:00,30,-2.0,31.135,30.775,time_stop
COTIUSDT/LINKUSDT,2024-05-24 00:00:00+00:00,2024-05-27 00:00:00+00:00,3,-2.7,-12.988,-13.348,spread_blowout
COTIUSDT/UNIUSDT,2024-05-24 00:00:00+00:00,2024-06-14 00:00:00+00:00,21,-2.2,-21.8,-22.16,spread_blowout
XRPUSDT/ZECUSDT,2024-05-24 00:00:00+00:00,2024-06-17 00:00:00+00:00,24,-2.52,8.736,8.376,converged
AAVEUSDT/ADAUSDT,2024-05-25 00:00:00+00:00,2024-06-24 00:00:00+00:00,30,2.46,2.604,2.244,time_stop
ADAUSDT/LINKUSDT,2024-05-25 00:00:00+00:00,2024-05-27 00:00:00+00:00,2,-3.99,-7.428,-7.788,spread_blowout
UNIUSDT/ZECUSDT,2024-05-25 00:00:00+00:00,2024-05-31 00:00:00+00:00,6,2.05,13.398,13.038,converged
UNIUSDT/XRPUSDT,2024-05-25 00:00:00+00:00,2024-06-10 00:00:00+00:00,16,2.77,-12.153,-12.513,spread_blowout
1000RATSUSDT/LINKUSDT,2024-05-25 00:00:00+00:00,2024-06-19 00:00:00+00:00,25,-3.21,-17.204,-17.564,spread_blowout
1000SATSUSDT/AAVEUSDT,2024-05-25 00:00:00+00:00,2024-06-19 00:00:00+00:00,25,-2.42,-23.396,-23.756,spread_blowout
1000SATSUSDT/ZECUSDT,2024-05-25 00:00:00+00:00,2024-06-24 00:00:00+00:00,30,-3.19,8.974,8.614,time_stop
1000SATSUSDT/LINKUSDT,2024-05-25 00:00:00+00:00,2024-05-27 00:00:00+00:00,2,-3.49,-7.612,-7.972,spread_blowout
1000RATSUSDT/ZECUSDT,2024-05-25 00:00:00+00:00,2024-06-08 00:00:00+00:00,14,-3.09,52.992,52.632,converged
AAVEUSDT/AVAXUSDT,2024-05-26 00:00:00+00:00,2024-06-25 00:00:00+00:00,30,2.17,-14.096,-14.456,spread_blowout
ADAUSDT/ZECUSDT,2024-05-26 00:00:00+00:00,2024-05-29 00:00:00+00:00,3,-3.57,-2.945,-3.305,spread_blowout
AAVEUSDT/XRPUSDT,2024-05-26 00:00:00+00:00,2024-06-17 00:00:00+00:00,22,3.42,17.518,17.158,converged
1000RATSUSDT/UNIUSDT,2024-05-26 00:00:00+00:00,2024-06-13 00:00:00+00:00,18,-3.5,-12.035,-12.395,spread_blowout
LINKUSDT/ZECUSDT,2024-05-27 00:00:00+00:00,2024-06-26 00:00:00+00:00,30,2.29,0.053,-0.307,time_stop
1000SATSUSDT/UNIUSDT,2024-05-27 00:00:00+00:00,2024-06-12 00:00:00+00:00,16,-3.04,-13.232,-13.592,spread_blowout
LINKUSDT/XRPUSDT,2024-05-27 00:00:00+00:00,2024-06-26 00:00:00+00:00,30,3.31,11.535,11.175,time_stop
COTIUSDT/LINKUSDT,2024-05-28 00:00:00+00:00,2024-05-29 00:00:00+00:00,1,-3.75,-2.459,-2.819,spread_blowout
1000SATSUSDT/LINKUSDT,2024-05-28 00:00:00+00:00,2024-06-19 00:00:00+00:00,22,-3.27,-11.064,-11.424,spread_blowout
ADAUSDT/UNIUSDT,2024-05-28 00:00:00+00:00,2024-06-04 00:00:00+00:00,7,-3.82,-1.38,-1.74,spread_blowout
1000RATSUSDT/ADAUSDT,2024-05-30 00:00:00+00:00,2024-06-14 00:00:00+00:00,15,3.61,34.335,33.975,converged
ADAUSDT/ZECUSDT,2024-05-30 00:00:00+00:00,2024-06-29 00:00:00+00:00,30,-3.2,18.214,17.854,time_stop
COTIUSDT/LINKUSDT,2024-05-30 00:00:00+00:00,2024-06-29 00:00:00+00:00,30,-3.13,7.582,7.222,time_stop
1000SATSUSDT/ADAUSDT,2024-05-31 00:00:00+00:00,2024-06-10 00:00:00+00:00,10,2.74,18.358,17.998,converged
LINKUSDT/UNIUSDT,2024-05-31 00:00:00+00:00,2024-06-04 00:00:00+00:00,4,2.14,11.929,11.569,converged
ADAUSDT/COTIUSDT,2024-06-03 00:00:00+00:00,2024-06-17 00:00:00+00:00,14,-2.45,11.864,11.504,converged
1000SHIBUSDT/ZECUSDT,2024-06-04 00:00:00+00:00,2024-06-18 00:00:00+00:00,14,-2.38,-7.899,-8.259,spread_blowout
AAVEUSDT/UNIUSDT,2024-06-04 00:00:00+00:00,2024-06-10 00:00:00+00:00,6,-2.84,-5.665,-6.025,spread_blowout
UNIUSDT/ZECUSDT,2024-06-05 00:00:00+00:00,2024-06-08 00:00:00+00:00,3,2.01,-13.457,-13.817,spread_blowout
COTIUSDT/XRPUSDT,2024-06-07 00:00:00+00:00,2024-06-15 00:00:00+00:00,8,2.01,16.244,15.884,converged
1000RATSUSDT/XRPUSDT,2024-06-08 00:00:00+00:00,2024-06-14 00:00:00+00:00,6,2.03,25.235,24.875,converged
1000RATSUSDT/1000SATSUSDT,2024-06-08 00:00:00+00:00,2024-06-18 00:00:00+00:00,10,2.41,10.112,9.752,converged
UNIUSDT/ZECUSDT,2024-06-09 00:00:00+00:00,2024-06-13 00:00:00+00:00,4,2.57,-10.591,-10.951,spread_blowout
AAVEUSDT/UNIUSDT,2024-06-11 00:00:00+00:00,2024-06-13 00:00:00+00:00,2,-2.13,-13.191,-13.551,spread_blowout
LINKUSDT/UNIUSDT,2024-06-13 00:00:00+00:00,2024-06-15 00:00:00+00:00,2,-2.66,-9.075,-9.435,spread_blowout
UNIUSDT/ZECUSDT,2024-06-14 00:00:00+00:00,2024-06-15 00:00:00+00:00,1,3.75,-10.655,-11.015,spread_blowout
1000SATSUSDT/COTIUSDT,2024-06-14 00:00:00+00:00,2024-07-10 00:00:00+00:00,26,-2.13,25.109,24.749,converged
WLDUSDT/XRPUSDT,2024-06-15 00:00:00+00:00,2024-06-17 00:00:00+00:00,2,-2.64,-18.453,-18.813,spread_blowout
LINKUSDT/UNIUSDT,2024-06-16 00:00:00+00:00,2024-06-23 00:00:00+00:00,7,-3.84,-2.467,-2.827,spread_blowout
1000SATSUSDT/ADAUSDT,2024-06-17 00:00:00+00:00,2024-07-02 00:00:00+00:00,15,-2.55,-11.085,-11.445,spread_blowout
1000SATSUSDT/SUIUSDT,2024-06-17 00:00:00+00:00,2024-07-07 00:00:00+00:00,20,-2.01,23.084,22.724,converged
AVAXUSDT/XRPUSDT,2024-06-17 00:00:00+00:00,2024-06-18 00:00:00+00:00,1,-3.8,-0.926,-1.286,spread_blowout
COTIUSDT/XRPUSDT,2024-06-17 00:00:00+00:00,2024-07-07 00:00:00+00:00,20,-2.66,17.154,16.794,converged
1000RATSUSDT/XRPUSDT,2024-06-17 00:00:00+00:00,2024-06-18 00:00:00+00:00,1,-3.46,-11.159,-11.519,spread_blowout
ADAUSDT/XRPUSDT,2024-06-17 00:00:00+00:00,2024-07-02 00:00:00+00:00,15,-2.88,10.565,10.205,converged
ADAUSDT/WLDUSDT,2024-06-17 00:00:00+00:00,2024-07-01 00:00:00+00:00,14,2.2,-16.365,-16.725,spread_blowout
1000RATSUSDT/SUIUSDT,2024-06-18 00:00:00+00:00,2024-06-22 00:00:00+00:00,4,-2.07,32.215,31.855,converged
1000SATSUSDT/XRPUSDT,2024-06-18 00:00:00+00:00,2024-06-19 00:00:00+00:00,1,-3.94,-4.418,-4.778,spread_blowout
1000RATSUSDT/ADAUSDT,2024-06-18 00:00:00+00:00,2024-06-22 00:00:00+00:00,4,-2.79,45.558,45.198,converged
WLDUSDT/XRPUSDT,2024-06-18 00:00:00+00:00,2024-06-19 00:00:00+00:00,1,-3.92,-2.252,-2.612,spread_blowout
AVAXUSDT/XRPUSDT,2024-06-19 00:00:00+00:00,2024-06-22 00:00:00+00:00,3,-3.58,-2.174,-2.534,spread_blowout
AAVEUSDT/COTIUSDT,2024-06-19 00:00:00+00:00,2024-06-26 00:00:00+00:00,7,2.68,-8.262,-8.622,spread_blowout
1000RATSUSDT/COTIUSDT,2024-06-19 00:00:00+00:00,2024-06-22 00:00:00+00:00,3,-2.27,52.243,51.883,converged
AAVEUSDT/ZECUSDT,2024-06-19 00:00:00+00:00,2024-06-25 00:00:00+00:00,6,3.25,-4.683,-5.043,spread_blowout
1000RATSUSDT/AVAXUSDT,2024-06-19 00:00:00+00:00,2024-06-22 00:00:00+00:00,3,-2.16,57.54,57.18,converged
1000RATSUSDT/XRPUSDT,2024-06-19 00:00:00+00:00,2024-06-23 00:00:00+00:00,4,-4.0,56.488,56.128,converged
1000SATSUSDT/AVAXUSDT,2024-06-20 00:00:00+00:00,2024-06-22 00:00:00+00:00,2,-2.02,25.028,24.668,converged
1000SATSUSDT/AAVEUSDT,2024-06-20 00:00:00+00:00,2024-06-25 00:00:00+00:00,5,-3.32,-13.219,-13.579,spread_blowout
1000SATSUSDT/XRPUSDT,2024-06-20 00:00:00+00:00,2024-07-07 00:00:00+00:00,17,-3.19,46.132,45.772,converged
ADAUSDT/SUIUSDT,2024-06-21 00:00:00+00:00,2024-06-27 00:00:00+00:00,6,-2.25,9.771,9.411,converged
1000SHIBUSDT/COTIUSDT,2024-06-21 00:00:00+00:00,2024-07-04 00:00:00+00:00,13,-2.54,-10.041,-10.401,spread_blowout
1000RATSUSDT/DOGEUSDT,2024-06-22 00:00:00+00:00,2024-06-28 00:00:00+00:00,6,2.16,-25.774,-26.134,spread_blowout
ADAUSDT/AVAXUSDT,2024-06-22 00:00:00+00:00,2024-06-30 00:00:00+00:00,8,2.58,8.637,8.277,converged
AVAXUSDT/SUIUSDT,2024-06-22 00:00:00+00:00,2024-06-28 00:00:00+00:00,6,-2.27,17.595,17.235,converged
1000RATSUSDT/1000SHIBUSDT,2024-06-22 00:00:00+00:00,2024-06-24 00:00:00+00:00,2,3.63,-6.595,-6.955,spread_blowout
AVAXUSDT/XRPUSDT,2024-06-23 00:00:00+00:00,2024-06-30 00:00:00+00:00,7,-2.96,17.445,17.085,converged
1000RATSUSDT/COTIUSDT,2024-06-23 00:00:00+00:00,2024-06-29 00:00:00+00:00,6,2.03,-38.326,-38.686,spread_blowout
1000RATSUSDT/AVAXUSDT,2024-06-23 00:00:00+00:00,2024-06-26 00:00:00+00:00,3,3.02,-19.91,-20.27,spread_blowout
AVAXUSDT/COTIUSDT,2024-06-24 00:00:00+00:00,2024-06-28 00:00:00+00:00,4,-2.03,14.24,13.88,converged
1000SHIBUSDT/DOGEUSDT,2024-06-24 00:00:00+00:00,2024-07-24 00:00:00+00:00,30,-2.01,-7.774,-8.134,time_stop
AAVEUSDT/XRPUSDT,2024-06-25 00:00:00+00:00,2024-07-10 00:00:00+00:00,15,2.27,-12.808,-13.168,spread_blowout
1000RATSUSDT/ADAUSDT,2024-06-26 00:00:00+00:00,2024-06-29 00:00:00+00:00,3,3.47,-10.051,-10.411,spread_blowout
AAVEUSDT/ZECUSDT,2024-06-26 00:00:00+00:00,2024-07-09 00:00:00+00:00,13,3.62,24.761,24.401,converged
1000SATSUSDT/1000SHIBUSDT,2024-06-27 00:00:00+00:00,2024-07-06 00:00:00+00:00,9,2.4,41.791,41.431,converged
COTIUSDT/SOLUSDT,2024-06-27 00:00:00+00:00,2024-07-15 00:00:00+00:00,18,-2.74,-9.789,-10.149,spread_blowout
1000SHIBUSDT/AVAXUSDT,2024-06-27 00:00:00+00:00,2024-07-04 00:00:00+00:00,7,-2.4,-8.834,-9.194,spread_blowout
AVAXUSDT/WLDUSDT,2024-06-30 00:00:00+00:00,2024-07-21 00:00:00+00:00,21,2.83,-8.208,-8.568,spread_blowout
1000RATSUSDT/1000SATSUSDT,2024-06-30 00:00:00+00:00,2024-07-10 00:00:00+00:00,10,3.25,43.109,42.749,converged
1000SATSUSDT/ADAUSDT,2024-07-03 00:00:00+00:00,2024-07-07 00:00:00+00:00,4,-2.36,31.492,31.132,converged
ADAUSDT/AVAXUSDT,2024-07-03 00:00:00+00:00,2024-07-05 00:00:00+00:00,2,2.51,11.414,11.054,converged
1000SATSUSDT/AVAXUSDT,2024-07-05 00:00:00+00:00,2024-07-06 00:00:00+00:00,1,-3.84,-4.308,-4.668,spread_blowout
1000SHIBUSDT/AVAXUSDT,2024-07-05 00:00:00+00:00,2024-07-15 00:00:00+00:00,10,-2.21,15.835,15.475,converged
AVAXUSDT/DOGEUSDT,2024-07-05 00:00:00+00:00,2024-07-15 00:00:00+00:00,10,2.14,9.384,9.024,converged
1000SHIBUSDT/WLDUSDT,2024-07-06 00:00:00+00:00,2024-07-17 00:00:00+00:00,11,2.01,12.465,12.105,converged
AVAXUSDT/XRPUSDT,2024-07-07 00:00:00+00:00,2024-07-11 00:00:00+00:00,4,2.31,16.653,16.293,converged
1000SATSUSDT/DOGEUSDT,2024-07-07 00:00:00+00:00,2024-07-12 00:00:00+00:00,5,2.58,-22.356,-22.716,spread_blowout
ADAUSDT/AVAXUSDT,2024-07-07 00:00:00+00:00,2024-07-08 00:00:00+00:00,1,-2.4,7.692,7.332,converged
COTIUSDT/ZECUSDT,2024-07-08 00:00:00+00:00,2024-07-09 00:00:00+00:00,1,-2.65,-12.968,-13.328,spread_blowout
1000SATSUSDT/1000SHIBUSDT,2024-07-10 00:00:00+00:00,2024-07-17 00:00:00+00:00,7,2.45,-20.224,-20.584,spread_blowout
1000SATSUSDT/AVAXUSDT,2024-07-10 00:00:00+00:00,2024-07-16 00:00:00+00:00,6,2.01,-22.018,-22.378,spread_blowout
1000SATSUSDT/WLDUSDT,2024-07-10 00:00:00+00:00,2024-07-12 00:00:00+00:00,2,2.67,-18.175,-18.535,spread_blowout
ADAUSDT/DOGEUSDT,2024-07-11 00:00:00+00:00,2024-07-13 00:00:00+00:00,2,2.42,-7.55,-7.91,spread_blowout
ADAUSDT/AVAXUSDT,2024-07-11 00:00:00+00:00,2024-07-13 00:00:00+00:00,2,2.45,-9.296,-9.656,spread_blowout
1000SHIBUSDT/ADAUSDT,2024-07-11 00:00:00+00:00,2024-07-13 00:00:00+00:00,2,-2.24,-13.351,-13.711,spread_blowout
1000SATSUSDT/COTIUSDT,2024-07-11 00:00:00+00:00,2024-07-23 00:00:00+00:00,12,2.11,21.772,21.412,converged
ADAUSDT/SUIUSDT,2024-07-12 00:00:00+00:00,2024-08-05 00:00:00+00:00,24,2.44,13.095,12.735,converged
ADAUSDT/COTIUSDT,2024-07-12 00:00:00+00:00,2024-07-13 00:00:00+00:00,1,2.64,-5.644,-6.004,spread_blowout
1000SATSUSDT/ADAUSDT,2024-07-13 00:00:00+00:00,2024-07-16 00:00:00+00:00,3,-3.26,40.773,40.413,converged
1000SHIBUSDT/ADAUSDT,2024-07-14 00:00:00+00:00,2024-08-05 00:00:00+00:00,22,-2.85,28.851,28.491,converged
ADAUSDT/AVAXUSDT,2024-07-14 00:00:00+00:00,2024-07-22 00:00:00+00:00,8,3.38,12.606,12.246,converged
1000SATSUSDT/DOGEUSDT,2024-07-15 00:00:00+00:00,2024-07-25 00:00:00+00:00,10,2.47,-16.595,-16.955,spread_blowout
1000SATSUSDT/AVAXUSDT,2024-07-17 00:00:00+00:00,2024-07-25 00:00:00+00:00,8,3.9,-5.961,-6.321,spread_blowout
ETHUSDT/UNIUSDT,2024-07-18 00:00:00+00:00,2024-08-04 00:00:00+00:00,17,2.36,10.806,10.446,converged
AVAXUSDT/COTIUSDT,2024-07-19 00:00:00+00:00,2024-07-21 00:00:00+00:00,2,-2.1,12.003,11.643,converged
COTIUSDT/DOGEUSDT,2024-07-19 00:00:00+00:00,2024-07-20 00:00:00+00:00,1,2.21,9.207,8.847,converged
1000SHIBUSDT/COTIUSDT,2024-07-19 00:00:00+00:00,2024-07-23 00:00:00+00:00,4,-2.96,-11.92,-12.28,spread_blowout
1000SHIBUSDT/AVAXUSDT,2024-07-21 00:00:00+00:00,2024-08-05 00:00:00+00:00,15,-3.62,27.351,26.991,converged
COTIUSDT/WLDUSDT,2024-07-21 00:00:00+00:00,2024-07-25 00:00:00+00:00,4,2.06,-15.43,-15.79,spread_blowout
DOGEUSDT/WLDUSDT,2024-07-21 00:00:00+00:00,2024-08-04 00:00:00+00:00,14,2.41,14.606,14.246,converged
COTIUSDT/DOGEUSDT,2024-07-23 00:00:00+00:00,2024-07-25 00:00:00+00:00,2,2.86,-7.643,-8.003,spread_blowout
AVAXUSDT/COTIUSDT,2024-07-23 00:00:00+00:00,2024-07-25 00:00:00+00:00,2,-2.11,-11.244,-11.604,spread_blowout
1000SHIBUSDT/COTIUSDT,2024-07-24 00:00:00+00:00,2024-07-25 00:00:00+00:00,1,-3.91,-7.913,-8.273,spread_blowout
1000SATSUSDT/ADAUSDT,2024-07-24 00:00:00+00:00,2024-07-25 00:00:00+00:00,1,3.26,-13.928,-14.288,spread_blowout
1000SHIBUSDT/DOGEUSDT,2024-07-25 00:00:00+00:00,2024-08-05 00:00:00+00:00,11,-2.13,12.902,12.542,converged
AVAXUSDT/COTIUSDT,2024-07-26 00:00:00+00:00,2024-08-17 00:00:00+00:00,22,-3.17,-9.858,-10.218,spread_blowout
COTIUSDT/DOGEUSDT,2024-07-26 00:00:00+00:00,2024-08-11 00:00:00+00:00,16,2.55,12.857,12.497,converged
SUIUSDT/WLDUSDT,2024-08-02 00:00:00+00:00,2024-08-05 00:00:00+00:00,3,-2.29,-10.616,-10.976,spread_blowout
1000SHIBUSDT/SUIUSDT,2024-08-05 00:00:00+00:00,2024-08-07 00:00:00+00:00,2,2.15,17.898,17.538,converged
1000PEPEUSDT/ETHUSDT,2024-08-06 00:00:00+00:00,2024-09-05 00:00:00+00:00,30,2.41,1.611,1.251,time_stop
SUIUSDT/WLDUSDT,2024-08-08 00:00:00+00:00,2024-08-10 00:00:00+00:00,2,2.95,-10.036,-10.396,spread_blowout
AVAXUSDT/SUIUSDT,2024-08-08 00:00:00+00:00,2024-08-09 00:00:00+00:00,1,-3.65,-4.818,-5.178,spread_blowout
DOGEUSDT/SUIUSDT,2024-08-08 00:00:00+00:00,2024-08-10 00:00:00+00:00,2,-3.21,-8.075,-8.435,spread_blowout
SUIUSDT/WLDUSDT,2024-08-11 00:00:00+00:00,2024-08-12 00:00:00+00:00,1,3.55,-12.367,-12.727,spread_blowout
